用户名,计算,用户名,阅读,用户名,记忆1,用户名,记忆2,用户名,分类,用户名,听力,用户名,舒尔特,用户名,反向眼跳
62701912,0.695652174,62701920,0.8,62702993,0.8,62701923,0.4,62701913,0,62701901,0.866666667,62702972,0.990384615,62703580,1
62701913,0.833333333,62701921,0.8,62702994,1,62701924,0.8,62701914,0.833333333,62701902,0.733333333,62702973,0.980769231,62703581,0.66
62701914,0.785714286,62701923,0.2,62702995,1,62702969,1,62701916,0.5,62701903,0.733333333,62702974,0.965517241,62703582,0.96
62701916,0.909090909,62701924,0.8,62702998,0.7,62702970,0.8,62701917,0.833333333,62701904,0.6,62702975,1,62703583,0.92
62701917,0.909090909,62702969,0.6,62702999,0.5,62702971,1,62701918,0.5,62701906,0.8,62702976,1,62703585,1
62701918,0.647058824,62702970,0.8,62703001,1,62702972,1,62701919,0.5,62701907,0.533333333,62702978,1,62703587,0.96
62701919,0.6875,62702971,1,62703002,0.9,62702973,0.6,62701920,0,62701908,0.866666667,62702979,0.740384615,62703658,0.98
62701920,1,62702972,1,62703004,0.9,62702974,0.8,62701921,0.5,62701909,0.866666667,62702980,0.990384615,62703659,0.94
62701921,0.666666667,62702973,0.8,62703007,0.9,62702975,0.8,62701923,0.5,62701910,0.733333333,62702981,1,62703660,0.9
62701923,0.769230769,62702974,1,62703008,0.8,62702976,0.6,62701924,0.666666667,62701911,0.6,62702984,0.963598901,62703661,0.96
62701924,0.5,62702975,0.6,62703009,0.6,62702978,0.6,62702969,0.5,62701912,0.6,62702985,0.973214286,62703662,0.96
62702969,0.909090909,62702976,1,62703010,0.8,62702979,1,62702970,0.666666667,62701913,0.533333333,62702987,0.621848739,62703663,0.9
62702970,0.642857143,62702978,1,62703011,0.9,62702980,1,62702971,0.5,62701914,0.733333333,62702988,1,62703664,0.98
62702971,0.857142857,62702979,1,62703012,1,62702981,0.8,62702972,0.833333333,62701916,0.866666667,62702989,1,62703665,0.94
62702972,0.916666667,62702980,1,62703014,0.6,62702982,1,62702973,0.166666667,62701917,0.533333333,62702990,0.973214286,62703666,0.96
62702973,0.9,62702981,0.8,62703015,0.8,62702984,1,62702974,0.833333333,62701918,0.733333333,62702991,1,62703667,0.96
62702974,0.692307692,62702982,0.8,62703016,0.8,62702985,0.8,62702975,0.333333333,62701919,0.733333333,62702992,0.980769231,62703669,0.94
62702975,0.8,62702984,1,62703017,0.6,62702987,1,62702976,0.5,62701920,0.6,62702993,1,62703670,0.96
62702976,0.75,62702985,1,62703018,0.5,62702988,0.4,62702978,0.333333333,62701921,0.8,62702994,1,62703671,0.68
62702978,0.75,62702987,0.8,62703538,1,62702989,1,62702979,0.5,62701923,0.733333333,62702995,1,62703672,0.96
62702979,0.666666667,62702988,1,62703539,1,62702990,0.8,62702980,0.5,62701924,0.466666667,62702998,0.971866097,62703673,0.98
62702980,0.9,62702989,0.4,62703540,1,62702991,1,62702981,0.333333333,62702969,0.8,62702999,1,62703674,0.94
62702981,0.9,62702990,1,62703541,0.9,62702992,1,62702982,0.666666667,62702970,0.333333333,62703000,1,62703676,1
62702982,1,62702991,0.8,62703542,0.7,62702993,1,62702984,1,62702971,0.666666667,62703001,1,62703677,0.96
62702984,0.857142857,62702992,0.4,62703544,0.7,62702994,0.6,62702985,0.833333333,62702972,0.933333333,62703002,0.971866097,62703678,0.96
62702985,0.866666667,62702993,0.6,62703545,1,62702995,0.8,62702987,0.666666667,62702973,0.733333333,62703003,1,62703679,1
62702987,0.916666667,62702994,1,62703546,0.8,62702998,0.6,62702988,0.166666667,62702974,0.333333333,62703004,1,62703680,1
62702988,0.785714286,62702995,0.6,62703547,1,62702999,1,62702989,0.666666667,62702975,0.6,62703007,1,62703682,0.52
62702989,0.818181818,62702998,0.8,62703548,0.8,62703000,0.6,62702990,0.333333333,62702976,0.666666667,62703008,1,62703683,0.96
62702990,0.6,62702999,1,62703549,1,62703001,0.6,62702991,0.5,62702978,0.466666667,62703009,0.990384615,62703684,0.94
62702991,0.6875,62703000,1,62703550,0.5,62703002,1,62702992,0.5,62702979,0.533333333,62703010,1,62703685,0.98
62702992,0.923076923,62703001,0.6,62703551,1,62703003,0.2,62702993,0.666666667,62702980,0.733333333,62703011,1,62703686,0.9
62702993,1,62703002,0.8,62703552,0.7,62703004,1,62702994,0.833333333,62702981,0.733333333,62703012,1,62703688,0.96
62702994,0.8,62703003,1,62703553,0.7,62703007,0.8,62702995,0.166666667,62702982,0.666666667,62703014,1,62703691,0.96
62702995,0.857142857,62703004,1,62703555,0.6,62703008,1,62702998,0.666666667,62702984,0.6,62703015,1,62703693,0.94
62702998,0.625,62703008,1,62703556,0.8,62703009,1,62702999,0.5,62702985,0.466666667,62703016,0.990384615,62703694,0.96
62702999,0.533333333,62703009,0.2,62703557,0.7,62703010,1,62703000,0.5,62702987,0.733333333,62703017,0.980769231,62703695,0.88
62703000,1,62703010,1,62703558,0.6,62703011,1,62703001,0.5,62702988,0.733333333,62703018,0.981481481,62703696,0.76
62703001,0.636363636,62703011,1,62703559,1,62703012,1,62703002,0.333333333,62702989,0.666666667,62703538,1,62703697,0.94
62703002,0.916666667,62703012,1,62703561,0.7,62703014,0.6,62703003,0.666666667,62702990,0.8,62703539,1,62703698,0.94
62703003,0.846153846,62703014,1,62703562,0.7,62703015,0.8,62703004,0.833333333,62702991,1,62703540,1,62703699,0.92
62703004,1,62703015,0.8,62703563,0.9,62703016,1,62703007,0.666666667,62702992,0.666666667,62703541,0.980769231,62703702,0.9
62703007,0.6,62703016,0.8,62703564,1,62703017,0.6,62703008,0.833333333,62702993,0.466666667,62703542,1,62703703,1
62703008,0.75,62703017,0.4,62703565,0.9,62703018,1,62703009,0.5,62702994,0.8,62703544,1,62703704,0.98
62703009,0.923076923,62703018,0.8,62703566,0.7,62703538,0.6,62703010,0.666666667,62702995,0.666666667,62703545,1,62703878,0.98
62703010,1,62703538,0.4,62703568,1,62703539,1,62703011,0.5,62702998,1,62703546,1,62703879,0.92
62703011,1,62703539,0.8,62703569,0.9,62703540,1,62703012,0.5,62702999,0.666666667,62703547,1,62703880,0.5
62703012,0.833333333,62703540,1,62703570,0.4,62703541,1,62703014,0.333333333,62703000,0.733333333,62703548,0.990384615,62703882,0.96
62703014,0.769230769,62703541,1,62703572,1,62703542,0.6,62703015,0.833333333,62703001,0.6,62703549,1,62704235,0.98
62703015,0.941176471,62703542,0.6,62703573,0.9,62703544,1,62703016,0.666666667,62703002,0.866666667,62703550,1,62704236,0.94
62703016,0.611111111,62703544,0.8,62703574,1,62703545,0.8,62703017,0.5,62703003,0.666666667,62703551,1,62704237,0.98
62703017,0.666666667,62703545,0.8,62703575,1,62703546,0.6,62703018,0.5,62703004,0.533333333,62703552,1,62704239,0.94
62703018,0.846153846,62703546,0.6,62703576,1,62703547,1,62703538,1,62703007,0.6,62703553,0.946286472,62704240,0.52
62703538,1,62703547,0.6,62703577,0.6,62703548,1,62703539,0.666666667,62703008,0.866666667,62703555,1,62704243,0.88
62703539,0.8,62703548,0.6,62703578,0.8,62703549,0.6,62703540,0.833333333,62703009,0.6,62703556,1,62704244,0.94
62703540,0.928571429,62703549,0.4,62703579,1,62703550,0.4,62703541,1,62703010,0.733333333,62703557,0.990384615,62704245,0.98
62703541,0.714285714,62703550,0.4,62703580,1,62703551,1,62703542,0.833333333,62703011,0.733333333,62703558,0.889128352,62704246,0.96
62703542,0.684210526,62703551,1,62703581,0.4,62703552,1,62703544,0.833333333,62703012,0.8,62703559,1,62704247,0.94
62703544,1,62703552,0.8,62703582,1,62703553,0.8,62703545,1,62703014,0.866666667,62703561,0.980769231,62704248,0.98
62703545,0.928571429,62703553,0.6,62703583,1,62703555,0.6,62703546,0.666666667,62703015,0.6,62703563,1,62704249,0.98
62703546,0.75,62703555,0.6,62703585,0.4,62703556,1,62703547,0.5,62703016,0.733333333,62703564,1,62704253,0.98
62703547,0.733333333,62703556,0.8,62703587,0.7,62703557,0.8,62703548,0.666666667,62703017,0.466666667,62703565,1,62704254,0.98
62703548,0.888888889,62703557,1,62703657,0.5,62703558,0.8,62703549,0.666666667,62703018,0.666666667,62703566,0.990384615,62704255,1
62703549,0.9,62703558,0.6,62703658,1,62703559,1,62703550,0.666666667,62703538,0.933333333,62703567,0.933214286,62704256,0.98
62703550,0.578947368,62703559,1,62703659,1,62703561,1,62703551,0.5,62703539,0.933333333,62703568,0.990384615,62704257,0.96
62703551,0.666666667,62703561,1,62703660,0.4,62703562,0.8,62703552,1,62703540,0.733333333,62703569,0.990384615,62704258,0.96
62703552,0.818181818,62703562,0.6,62703661,0.6,62703563,0.8,62703553,0.166666667,62703541,0.933333333,62703572,1,62704259,0.5
62703553,0.6,62703563,0.8,62703662,1,62703564,0.8,62703555,0.333333333,62703542,0.666666667,62703573,1,62704260,0.72
62703555,0.666666667,62703564,0.8,62703663,1,62703565,1,62703556,0.666666667,62703544,0.666666667,62703574,0.965517241,62704262,0.9
62703556,0.666666667,62703565,1,62703664,1,62703566,1,62703557,0.5,62703545,0.8,62703575,1,62704263,0.78
62703557,0.818181818,62703566,0.8,62703665,1,62703567,0.4,62703558,0.833333333,62703546,0.866666667,62703576,0.981481481,62704264,0.96
62703558,0.666666667,62703568,1,62703666,0.9,62703568,1,62703559,0.833333333,62703547,0.666666667,62703577,1,62704265,0.72
62703559,1,62703569,1,62703667,0.9,62703569,1,62703561,1,62703548,0.666666667,62703578,0.990384615,62704267,1
62703561,0.75,62703570,1,62703669,0.6,62703570,0.2,62703562,0.5,62703549,0.666666667,62703579,0.971866097,62704268,0.94
62703562,0.611111111,62703572,1,62703670,0.5,62703572,0.8,62703563,1,62703550,0.866666667,62703580,1,62704269,1
62703563,0.818181818,62703573,0.6,62703671,0.9,62703573,1,62703564,0.5,62703551,0.733333333,62703581,1,62704270,0.96
62703564,0.75,62703574,0.8,62703672,0.8,62703574,1,62703565,0.666666667,62703552,0.733333333,62703582,1,62704271,1
62703565,0.666666667,62703575,1,62703673,0.9,62703575,1,62703566,0.5,62703553,0.866666667,62703583,0.990384615,62704272,0.64
62703566,0.666666667,62703576,0.6,62703674,0.8,62703576,1,62703567,0.5,62703555,0.4,62703585,1,62704273,0.92
62703568,0.555555556,62703577,1,62703676,1,62703577,0,62703568,0.666666667,62703556,0.8,62703587,0.980769231,62704274,0.96
62703569,0.666666667,62703578,1,62703677,0.5,62703578,0.6,62703569,0.5,62703557,0.8,62703657,0.981481481,62704275,0.82
62703570,0.846153846,62703579,1,62703678,1,62703579,0.6,62703570,1,62703558,0.733333333,62703658,1,62704276,0.92
62703572,0.714285714,62703580,1,62703679,1,62703580,0.8,62703572,0.666666667,62703559,0.333333333,62703659,1,62704277,0.98
62703573,0.928571429,62703581,0.4,62703680,1,62703581,0.8,62703573,0.666666667,62703561,0.733333333,62703660,1,62705160,0.84
62703574,0.666666667,62703582,0.4,62703682,0.9,62703582,0.8,62703574,0.666666667,62703562,0.933333333,62703661,1,62705161,1
62703575,1,62703583,0.8,62703683,1,62703583,1,62703575,0.833333333,62703563,0.8,62703662,1,62705163,0.98
62703576,0.833333333,62703585,1,62703684,0.9,62703585,0.6,62703576,0.333333333,62703564,0.8,62703663,1,62705164,1
62703577,0.888888889,62703587,0.8,62703685,1,62703587,1,62703577,0.5,62703565,0.666666667,62703664,1,62705837,0.98
62703578,1,62703657,0.8,62703686,0.5,62703657,1,62703578,0.5,62703566,0.666666667,62703665,1,62705839,0.82
62703579,0.777777778,62703658,1,62703688,1,62703658,1,62703579,0.666666667,62703567,0.533333333,62703666,0.990384615,62706037,0.94
62703580,0.888888889,62703659,1,62703689,0.4,62703659,1,62703580,0.333333333,62703568,0.866666667,62703667,0.901644652,62706038,0.98
62703581,0.590909091,62703660,0.6,62703691,0.9,62703661,1,62703581,0.5,62703569,0.866666667,62703669,0.990384615,62706039,0.94
62703582,0.8,62703661,0.8,62703693,0.9,62703662,1,62703582,0.833333333,62703570,0.933333333,62703670,1,62706040,0.9
62703583,0.692307692,62703662,1,62703694,1,62703663,1,62703583,0.833333333,62703572,0.666666667,62703671,1,62706041,0.9
62703585,0.733333333,62703664,0.8,62703695,0.9,62703664,0.8,62703585,1,62703573,0.733333333,62703672,0.990384615,62706042,0.98
62703587,0.692307692,62703665,0.8,62703696,1,62703665,0.4,62703587,0.666666667,62703574,1,62703673,0.990384615,62706043,1
62703657,0.923076923,62703666,0.6,62703697,1,62703666,1,62703657,0.833333333,62703575,0.733333333,62703674,0.981481481,62706044,0.92
62703658,1,62703667,0.2,62703698,0.8,62703667,1,62703658,0.666666667,62703576,0.733333333,62703676,0.980769231,62706045,0.94
62703659,0.857142857,62703669,0.8,62703699,0.5,62703669,1,62703659,0.666666667,62703577,0.733333333,62703677,1,62706046,0.98
62703660,0.727272727,62703670,1,62703702,0.5,62703670,0.8,62703660,0.833333333,62703578,0.933333333,62703678,1,62706047,1
62703661,0.7,62703671,1,62703703,0.8,62703671,1,62703661,0.5,62703579,0.733333333,62703679,1,62706048,0.86
62703662,0.916666667,62703672,0.6,62703704,0.6,62703672,0.8,62703662,0.666666667,62703580,0.733333333,62703680,1,62706049,0.98
62703663,0.6875,62703673,0.4,62703705,0.7,62703673,0.8,62703663,0.5,62703581,0.8,62703682,0.973214286,62706050,0.94
62703664,0.9,62703674,0.6,62703878,1,62703674,0.4,62703664,0.833333333,62703582,0.8,62703683,0.980769231,62706053,0.52
62703665,0.727272727,62703676,1,62703879,0.7,62703676,0.6,62703665,0.666666667,62703583,0.6,62703684,1,62706054,0.96
62703666,0.923076923,62703677,0.6,62703880,0.9,62703677,1,62703666,0.666666667,62703585,0.866666667,62703685,1,62706055,0.94
62703667,0.6875,62703678,0.8,62703882,0.7,62703678,1,62703667,0.666666667,62703587,0.666666667,62703686,0.990384615,62706057,0.94
62703669,0.692307692,62703679,0.8,62704235,0.6,62703679,1,62703669,0.5,62703657,0.666666667,62703688,1,62706058,0.96
62703670,0.769230769,62703680,1,62704236,1,62703680,0.8,62703670,0.5,62703658,0.8,62703689,1,62706059,0.9
62703671,1,62703682,0.8,62704237,0.8,62703682,1,62703671,0.5,62703659,0.8,62703690,0.270833333,62706060,0.94
62703672,0.647058824,62703683,0.6,62704239,0.8,62703683,1,62703672,0.833333333,62703660,0.733333333,62703691,1,62706062,1
62703673,0.928571429,62703684,0.8,62704240,0.5,62703684,1,62703673,0.333333333,62703661,0.733333333,62703693,1,62706063,1
62703674,0.625,62703685,0.8,62704242,0.5,62703685,0.8,62703674,0.5,62703662,1,62703694,0.971866097,62706065,0.5
62703676,0.666666667,62703686,0.4,62704243,1,62703686,1,62703676,0.833333333,62703663,0.733333333,62703695,1,62706066,0.92
62703677,0.733333333,62703688,0.6,62704244,1,62703688,0.8,62703677,0.833333333,62703664,0.466666667,62703696,1,62706067,1
62703678,0.923076923,62703689,0.6,62704245,0.9,62703689,1,62703678,0.5,62703665,0.533333333,62703697,0.981481481,62706068,0.96
62703679,1,62703690,0.2,62704246,0.7,62703690,0,62703679,0.666666667,62703666,0.866666667,62703698,1,62706069,0.96
62703680,0.727272727,62703691,0.4,62704247,0.6,62703693,1,62703680,0.666666667,62703667,0.666666667,62703699,0.958333333,62706070,1
62703682,0.8,62703693,0.6,62704248,0.4,62703694,1,62703682,0.833333333,62703669,0.8,62703702,1,62706071,0.98
62703683,1,62703694,0.6,62704249,1,62703695,1,62703683,0.5,62703670,0.733333333,62703703,1,62706072,0.56
62703684,0.9,62703695,0.6,62704253,0.8,62703696,0.8,62703684,1,62703671,0.733333333,62703704,1,62706073,0.98
62703686,0.909090909,62703696,1,62704254,0.5,62703697,1,62703685,0.833333333,62703672,0.8,62703705,1,62706074,0.96
62703688,0.833333333,62703697,0.8,62704255,0.8,62703698,0.6,62703686,0.833333333,62703673,0.666666667,62703878,1,62706075,0.98
62703689,0.692307692,62703698,0.4,62704256,1,62703699,0.8,62703688,0.666666667,62703674,0.6,62703879,1,62706076,0.96
62703691,0.884615385,62703699,0.6,62704257,0.4,62703702,0.6,62703689,0.833333333,62703676,0.733333333,62703880,1,62706077,0.76
62703693,0.909090909,62703702,1,62704258,0.9,62703703,1,62703690,0,62703677,0.533333333,62703882,1,62706078,0.9
62703694,0.882352941,62703703,0.6,62704259,0.6,62703704,1,62703693,0.666666667,62703678,0.533333333,62704235,1,62706079,0.94
62703695,0.846153846,62703704,1,62704260,0.9,62703705,0.2,62703694,0.666666667,62703679,0.6,62704236,1,62706080,1
62703696,0.8,62703705,0.8,62704261,0.8,62703878,1,62703695,0.833333333,62703680,0.866666667,62704237,1,62706081,1
62703697,0.692307692,62703878,0.6,62704263,1,62703879,0.6,62703696,0.5,62703682,0.733333333,62704239,1,62706083,0.96
62703698,0.666666667,62703879,0.4,62704264,0.5,62703880,1,62703697,0.333333333,62703683,0.666666667,62704240,0.951923077,62706085,0.9
62703699,0.7,62703880,1,62704265,0.6,62703882,0.4,62703698,0.833333333,62703684,0.933333333,62704242,1,62706086,0.64
62703702,0.727272727,62703882,0.4,62704267,0.9,62704235,0.8,62703699,0.666666667,62703685,1,62704243,0.865384615,62706087,0.94
62703703,0.714285714,62704235,1,62704268,0.9,62704236,0.6,62703702,0.666666667,62703686,0.733333333,62704244,1,62706088,0.96
62703704,1,62704236,1,62704269,1,62704237,1,62703703,0.5,62703688,0.8,62704245,0.971866097,62706089,0.96
62703705,0.619047619,62704237,1,62704270,0.9,62704239,1,62703704,0.333333333,62703689,0.733333333,62704246,1,62706090,0.94
62703878,0.8125,62704239,1,62704271,1,62704240,0.6,62703705,0.666666667,62703690,0.333333333,62704247,1,62706092,0.92
62703879,0.666666667,62704240,0.8,62704272,1,62704242,0.6,62703878,0.5,62703691,0.8,62704248,1,62706093,0.94
62703880,0.9,62704242,0.8,62704273,0.9,62704243,1,62703879,0.5,62703693,0.733333333,62704249,1,62706094,1
62703882,0.588235294,62704243,1,62704274,1,62704244,1,62703880,0.833333333,62703694,0.4,62704252,1,62706095,0.94
62704235,0.9,62704244,0.4,62704275,1,62704245,0.8,62703882,0.666666667,62703695,0.4,62704253,1,62706096,0.96
62704236,0.666666667,62704245,1,62704276,0.4,62704246,0.8,62704235,0.5,62703696,0.533333333,62704254,1,62706099,0.92
62704237,0.625,62704246,1,62704277,0.4,62704247,1,62704236,0.666666667,62703697,0.6,62704255,1,62706100,0.7
62704239,0.818181818,62704247,0.8,62705159,0.7,62704248,0.6,62704237,0.666666667,62703698,0.8,62704256,1,62706101,1
62704240,0.590909091,62704248,0.8,62705160,0.9,62704249,1,62704239,1,62703699,0.8,62704257,1,62706102,0.98
62704242,0.785714286,62704249,1,62705161,1,62704252,1,62704240,0.166666667,62703702,0.733333333,62704258,1,62706103,0.92
62704243,0.875,62704252,0.6,62705163,0.6,62704253,1,62704242,0.5,62703703,0.8,62704259,1,62706106,0.9
62704244,0.818181818,62704253,1,62705164,1,62704254,1,62704243,1,62703704,0.866666667,62704260,0.981481481,62706107,0.96
62704245,0.916666667,62704254,1,62705837,0.8,62704255,1,62704244,0.666666667,62703705,0.533333333,62704261,1,62706109,1
62704246,0.5,62704255,1,62705839,1,62704256,0.6,62704245,0.666666667,62703878,0.6,62704262,1,62706111,0.98
62704247,0.9,62704256,1,62706037,0.5,62704257,0.8,62704246,0.666666667,62703879,0.6,62704263,1,62706112,0.96
62704248,0.692307692,62704257,0.8,62706038,0.9,62704258,1,62704247,0.5,62703880,0.733333333,62704264,1,62706113,0.78
62704249,0.909090909,62704258,1,62706039,0.6,62704259,1,62704248,0.666666667,62703882,0.733333333,62704265,0.990384615,62706114,0.94
62704252,0.818181818,62704259,0.8,62706040,1,62704260,0.8,62704249,0.333333333,62704235,0.533333333,62704267,0.990384615,62706116,0.88
62704253,0.928571429,62704260,0.8,62706041,1,62704261,0.8,62704252,1,62704236,0.733333333,62704268,0.951612903,62706565,0.94
62704254,1,62704261,0.6,62706042,0.8,62704262,0.8,62704253,0.333333333,62704237,0.666666667,62704269,0.990384615,62706566,0.94
62704255,0.571428571,62704262,0.6,62706043,1,62704263,1,62704254,0.666666667,62704239,0.733333333,62704270,1,62706567,1
62704256,0.6875,62704263,0.4,62706044,0.9,62704264,1,62704255,1,62704240,0.666666667,62704271,0.923789174,62706568,0.96
62704257,0.636363636,62704264,1,62706045,0.9,62704265,1,62704256,0.5,62704242,0.6,62704272,1,62706569,0.96
62704258,0.833333333,62704265,1,62706046,0.7,62704267,0.6,62704257,0.833333333,62704243,0.733333333,62704273,0.990384615,62706570,0.9
